Person ID,AGE,GENDER,Date Reported Missing,Time Reported Missing,Date Last Seen,Location Last Seen,Longtitude,Latitude,Post URL
,5,male,05/01/2025,19:51,,"832 Luzon St., Tondo, Manila",,,https://www.facebook.com/share/p/1GCq8sKiB2/
,20,female,05/03/2025,10:37,04/30/2025,"1335 Vicente Cruz St., Brgy.486, Sampaloc, Manila",,,https://www.facebook.com/share/p/1GN6F2tfeT/
,29,male,05/15/2025,2:16,09/20/2024,"Liwayway St., Malabon City, Metro Manila",,,https://www.facebook.com/share/p/17m4zSNN1j/
,85,female,5/23/2025,23:26,05/16/2025,"Tondo, Manila heading north to monumento",,,https://www.facebook.com/share/p/1MEWAZztpM/
,13,male,06/08/2025,19:00,,"1823 Pres Quirino Avenua, Pandacan, Manila",,,https://www.facebook.com/share/p/1KjSpvmfwt/
,7,male,06/21/2025,4:00,na,"#05 Bambang ni Peles, Sta. Ana, Taguig",,,https://www.facebook.com/share/p/1SP7yBp6kK/
,10,female,06/21/2025,4:00,na,"#05 Bambang ni Peles, Sta. Ana, Taguig",,,https://www.facebook.com/share/p/1SP7yBp6kK/
,55,male,06/24/2025,15:28,na,"Kalandang St. Brgy 127, Zone 11, District 2, Caloocan City",,,https://www.facebook.com/share/p/1Bo8PRBUQp/
,10,female,6/24/2025,2:00,na,Brgy Damayang Lagi New Manila Quezon City,,,https://www.facebook.com/share/p/1Bhw8A5rLG/
,11,female,07/07/2025,14:28,7/6/2025,"Brgy. Tabacalera, Pateros, Metro Manila",,,https://www.facebook.com/share/p/17SWSSmDme/
,senior,female,07/08/2025,20:00,na,2350 chromium st. San andres bukid metro manila,,,https://www.facebook.com/share/p/17jWFJxWnT/
,27,female,7/8/2025,17:47,02/23/2025,"Quezon City, Metro Manila",,,https://www.facebook.com/share/p/17k9drL8q7/
,13,male,07/10/2025,19:30,na,"Josefina St., Corner 3rd Avenue, Grace Park West, Caloocan City, Metro Manila.",,,https://www.facebook.com/share/p/1CkG67EXFL/
,teen,male,07/17/2025,14:51,,"Intramuros, Manila",,,https://www.facebook.com/share/p/16j1sWc55E/
,18,male,07/24/2025,15:09,,"773 Sevilla St., Binondo, Manila",,,https://www.facebook.com/share/p/17qybtzyVy/
,29,female,07/24/2025,12:51,na,"NP Sub-Station 9, Villamor, Brgy 183, Pasay City",,,https://www.facebook.com/share/p/1FTUotnPpZ/
,23,male,07/25/2025,19:29,05/25/2025,"No.48 Donato St. Sta. Quiteria, Brgy. 162, Caloocan City, Metro Manila",,,https://www.facebook.com/share/p/16YXLBZYsx/
,senior,female,07/28/2025,19:32,07/16/2025,"Balut, Tondo, Manila",,,https://www.facebook.com/share/p/17XEKFR5sF/
,26,male,07/31/2025,18:55,07/30/2024,"Tiger Gasoline Station, 1748, 1008 Maceda St, Sampaloc, Manila, Metro Manila",,,https://www.facebook.com/share/p/1RtJy4JA6f/
,13,female,08/02/2025,6:00,07/29/2025,"Fernando Maria Guererro Elementary School, 1804 Pedro Gil Street, Barangay 812, Paco, Manila",,,https://www.facebook.com/share/p/17VqDT8o7M/
,31,male,08/14/2025,18:30,08/08/2025,"Dorotero Street, Oroquieta Road, Santa Cruz, Manila",,,https://www.facebook.com/share/p/1BkKk2JBx2/
,16,female,08/16/2025,18:00,na,"Taguig City, Metro Manila",,,https://www.facebook.com/share/p/1AEFp7pR4G/
,adult,male,08/17/2025,14:02,8/12/2025,"Santa Cruz, Manila, Metro Manila",,,https://www.facebook.com/groups/190060074445181/permalink/24303539799337205/
,39,male,09/04/2025,13:01,08/29/2025,"Rizal Ave. Extension, Brgy. 91, Caloocan City",,,https://www.facebook.com/share/p/1CraSHqhAj/
,72,male,09/10/2025,7:54,,"1208 E. Quiricada St., Sta. Cruz, Manila.",,,https://www.facebook.com/groups/1295139581345256/permalink/1840148356844373/
,14,female,09/16/2025,na,,"Brgy 704 Zone 77, Malate, Manila",,,https://www.facebook.com/share/p/1A1147Qidw/
,30,male,09/16/2025,20:57,na,"Sampaguita St., Barangay Holy Spirit, Quezon City, Metro Manila.",,,https://www.facebook.com/share/p/1RjvGX8pZE/
,46,male,09/22/2025,21:41,07/28/2025,"Barangay Batasan Hills, Quezon City, Metro Manila.",,,https://www.facebook.com/share/p/1BWdjnH6i6/
,26,male,09/27/2025,na,,"Road 15, Fabie Estate, Sta. Ana, Manila",,,https://www.facebook.com/share/p/17fAFPCpev/
,adult older,male,10/09/2025,10:00,,"J. Abad Santos Avenue, Hermosa Street, Tondo, Manila,",,,https://www.facebook.com/share/p/17jJqcUEcG/
,16,male,10/15/2025,23:54,10/2/2025,"Fili St., Brgy. 6, Sangandaan, Caloocan City, Metro Manila",,,https://www.facebook.com/share/p/1GGGEBwNAz/
,38,male,10/24/2025,7:52,,"258-E Teresa St Brgy. 591, District VI, Zone 58, Sta.Mesa, Manila",,,https://www.facebook.com/share/p/1AtNwcCtbK/
,teen,male,10/25/2025,14:27,10/09/2025,"Mandaluyong City, 1550, Metro Manila",,,https://www.facebook.com/share/p/16gcJk2n1R/
,36,female,10/25/2025,21:50,9/25/2025,"66 A. Mabini Street, Caloocan City, Metro Manila",,,https://www.facebook.com/share/p/17S8kZrtXZ/
,65,female,10/27/2025,20:35,10/24/25,"Barangay Pineda, Pasig City.",,,https://www.facebook.com/share/p/1A5RifQmUk/
,35,male,10/29/2025,22:31,09/03/2025,"Tatlong Hari St., Sta. Monica, Novaliches, Quezon City",,,https://www.facebook.com/share/p/1Ab2dZWYEY/
,31,female,11/01/2025,20:47,na," No. 110 Road 7 corner Road 8, GSIS Hill, Barangay 164, Caloocan City.",,,https://www.facebook.com/share/p/1BfGSjj2mJ/
,young teen,male,11/06/2025,na,,"Jones Bridge, Barangay 654, Manila,",,,https://www.facebook.com/share/p/17w6LjD3Gv/
,51,female,11/06/2025,17:13,11/05/2025,"bayan, Malabon City, Metro Manila",,,https://www.facebook.com/share/p/1BxpEHqaW2/
,6,male,11/10/2025,19:47,na,"4th State Street, Parañaque City, Metro Manila.",,,https://www.facebook.com/share/p/17oT9nMp9n/
,27,female,11/14/2025,22:30,,"372 Sen. Gil Puyat Avenue, Makati City, 1229 Metro Manila",,,https://www.facebook.com/share/p/17LD9Trrja/
,23,male,11/23/2025,3:24,11/17/2025,"12 Epifanio de los Santos Ave. (EDSA), Brgy. 143, Zone 15, Pasay City, 1100 Metro Manila, Philippines.",,,https://www.facebook.com/share/p/1A6FtoaJsM/
,18,male,11/23/2025,18:11,10/3/2025,"Silver st., Rivera  Compound Rockville 1 subdivision, San Juan, bartolome, Novaliches, Quezon City",,,https://www.facebook.com/share/p/1AUuGu1yWW/
,26,male,11/25/2025,2:29,na,"Longos, Malabon City, Metro Manila",,,https://www.facebook.com/share/p/1FPuf7WN5i/
,68,female,11/30/2025,na,,Tuazon  street sampaloc  manila,,,https://www.facebook.com/share/p/19i4czDg3h/
,17,male,11/30/2025,20:34,na,"Pasig City, Metro Manila",,,https://www.facebook.com/share/p/1ASNGpk2ii/
,23,female,12/1/2025,11:32,11/30/2025,"Phase 7A, Bagong Silang (or Brgy. 176-A to 176-F Area), Caloocan City, Metro Manila",,,https://www.facebook.com/share/p/1Dk7xNAZYn/
,17,female,12/1/2025,9:34,11/30/2025,"Bagong Silang (Barangay 176) Complex, Phase 4, Caloocan City, Metro Manila.",,,https://www.facebook.com/share/p/1RfRJAqvtT/
,11,male,12/3/2025,18:30,na,"BLK5 LOT 21 AREA D, CAMARIN II BRGY. 178 DISTRICT 1, CALOOCAN CITY.",,,https://www.facebook.com/share/p/1D9jk7Tsek/
,8,male,12/3/2025,17:07,12/2/2025,"172-178 Quirino Avenue, Baclaran, Parañaque City, Metro Manila",,,https://www.facebook.com/share/p/1ARmyn8fz8/
,74,male,12/4/2025,0:30,na,Sampaloc Manila,,,https://www.facebook.com/share/p/1GLeNqhWaL/
,10,male,12/7/2025,6:30,na,"19 F. Roman Street, Balong Bato, San Juan City, 1500 Metro Manila.",,,https://www.facebook.com/share/p/1FkVWXi4W6/
,45,female,12/8/2025,6:30,12/04/2025,"Caloocan City, Metro Manila",,,https://www.facebook.com/share/p/1AYhfdkCUL/
,34,Male,16/01/2022,12:13 AM,13/01/2022,Manila Arena,,,https://www.facebook.com/photo.php?fbid=103624072222834&set=a.103624235556151&type=3
,40,Male,16/01/2022,12:13 AM,13/01/2022,Manila Arena,,,https://www.facebook.com/share/1AFLGNAeWJ/
,24,Male,16/01/2022,12:13 AM,13/01/2022,Manila Arena,,,https://www.facebook.com/share/1Bh6rzz2Ki/
,20,Male,16/01/2022,12:13 AM,13/01/2022,Manila Arena,,,https://www.facebook.com/photo.php?fbid=103624085556166&set=a.103624235556151&type=3
,34,Male,16/01/2022,12:13 AM,13/01/2022,Manila Arena,,,https://www.facebook.com/share/174qL4wEEN/
,32,Male,16/01/2022,12:13 AM,13/01/2022,Manila Arena,,,https://www.facebook.com/share/17XCoxv1s3/
,65,Female,18/03/2023,na,2/12/2022,Molina Concepcion Marikina City,,,https://www.facebook.com/share/p/1Crrqb2cpG/
,27,Male,23/09/2023,14:11,03/09/2023,Brgy #709 Malate Manila,,,https://www.facebook.com/share/p/1BrcksQkvx/
,59,Female,25/03/2022,na,28/03/2022,"Brgy Fortune, Marikina City",,,https://www.facebook.com/share/17qG6xJcG5/
,30,Male,na,8:12 PM,na,442 Zone 44# 659 A Prudencio St.,,,https://www.facebook.com/share/15RP72Pef7P/
